"Participante","Canal","EpocaMOR","NumEpoca","Delta","Theta","Alfa","Beta","Gamma","Varianza","Ratio"
10,1,0,0,0.18252161027847,0.309710993660484,0.258182716256555,0.14550553024998,0.104079149554512,0.867663390456989,1.21933845782896
10,1,0,0,0.148419944966624,0.261505090787888,0.240354866197159,0.208650790399,0.141069307649329,0.868196328201368,0.912961851888659
10,1,0,0,0.184293025491453,0.31149432839708,0.258477556601457,0.140220983306123,0.105514106203888,0.867580941089321,1.24351434545875
10,1,0,0,0.14892219002357,0.267456349061464,0.2406331553605,0.203917176694159,0.139071128860309,0.868145075375733,0.936628563880678
10,1,0,0,0.182280249391452,0.317019813848416,0.258036173078014,0.138290030976163,0.104373732705955,0.866311667583089,1.25982097103934
10,1,0,0,0.151667677372178,0.271667426879995,0.24308348684662,0.197899865205838,0.135681543695369,0.868578237643573,0.959979786724045
10,1,0,0,0.182513334793506,0.317678077887353,0.258293713574637,0.137195774445229,0.104319099299275,0.868692790429497,1.26474009507867
10,1,0,0,0.158592328333403,0.279568014739364,0.247386558952393,0.184706885105881,0.129746212868959,0.877916504383553,1.01404071063313
10,1,0,0,0.183277432468261,0.310675205302588,0.259811709386311,0.142066815373008,0.104168837469833,0.876161021123534,1.22910931373273
10,1,0,0,0.166521306291143,0.287675674767245,0.250946844763638,0.175457753743146,0.119398420434829,0.877232242408969,1.06517843064763
10,1,0,0,0.182206916712674,0.316820453713794,0.259722268035102,0.13824987498045,0.103000486557981,0.890845399560117,1.25392537941272
10,1,0,0,0.172375138911315,0.296959435825723,0.254054383379281,0.162625754324331,0.11398528755935,0.884499318410924,1.12636656338748
10,1,0,0,0.18473944726374,0.321773182046397,0.259677532561752,0.132248103835623,0.101561734292488,0.886221285434995,1.29236922076866
10,1,0,0,0.178958330300367,0.304359880514778,0.258537577863657,0.149232631312087,0.10891158000911,0.936725537252566,1.18527101769428
10,1,0,0,0.185887796010295,0.323032813438184,0.259895437229178,0.129367709117344,0.101816244205,0.876580742531158,1.30739478993842
10,1,0,0,0.183485301173732,0.311997244270536,0.260007572291726,0.141271018121028,0.103238864142978,0.901125204285802,1.23475948451328
10,1,0,0,0.188898598728909,0.321032475090679,0.258509593715783,0.128898205548048,0.102661126916581,0.86946221285435,1.31626434673897
10,1,0,0,0.185620614246184,0.322143996687629,0.257406523856478,0.133913578314988,0.100915286894721,0.873521954041422,1.29756843084775
10,1,0,0,0.186259061928385,0.323493937784301,0.259504981180575,0.127960095849318,0.102781923257422,0.870934512081501,1.31561017994238
10,1,0,0,0.185635866720857,0.321428009022747,0.257069099639687,0.132440118147263,0.103426906469445,0.89680916078629,1.30180199232397
10,1,0,0,0.186280723880444,0.323001921531883,0.259594439237132,0.128878379492972,0.102244535857569,0.876610421248778,1.31098656291357
10,1,0,0,0.181715086964077,0.308052245362065,0.257387439602442,0.148140062013333,0.104705166058082,0.888838348836144,1.2077290205343
10,1,0,0,0.185981474538235,0.323540919270128,0.259729613863048,0.12894779377405,0.101800198554538,0.872244470918866,1.31091332759967
10,1,0,0,0.176227491605863,0.300454107157311,0.254580355061705,0.160206483766102,0.108531562409018,0.88351340076674,1.14922064574248
10,1,0,0,0.184278997427651,0.320746252079119,0.260418525970654,0.134755224314373,0.0998010002082019,0.871006231671554,1.27798278388306
10,1,0,0,0.164241737611267,0.286894052563521,0.2510440932935,0.176679975125496,0.121140141406216,0.919833822091887,1.05473557249731
10,1,0,0,0.188073183404887,0.326191717065609,0.260688457333663,0.126555194983875,0.0984914472119668,0.86702650560545,1.32801376444204
10,1,0,0,0.144306260075559,0.2597008594128,0.240847750788604,0.214605923082885,0.140539206640152,0.900981555092253,0.887043277210128
10,1,0,0,0.195175440377876,0.330738325052233,0.258099815161772,0.111565221788244,0.104421197619874,0.957611459860704,1.42267651214529
10,1,0,0,0.128131877417371,0.23603233023509,0.228969393765297,0.246023012776899,0.160843385805342,0.886248463083456,0.76667374601516
10,1,0,0,0.179300027496543,0.305777918062846,0.259304355902573,0.149987565945887,0.105630132592152,0.904530705874267,1.18516374173392
10,1,0,0,0.119294837299265,0.221891634839968,0.218182284974034,0.264069529363189,0.176561713523545,0.867527759958456,0.707486134828
10,1,0,0,0.178180560256426,0.302690020055737,0.254852989121817,0.156211252019404,0.108065178546616,0.875833180596285,1.16981856406955
10,1,0,0,0.127520925244491,0.235327077520226,0.226236705081126,0.248575145504797,0.162340146649361,0.900671393878299,0.764193232154925
10,1,0,0,0.173515641154647,0.295759966524091,0.253130551190596,0.16391237064802,0.113681470482646,0.888253757331378,1.1252453479125
10,1,0,0,0.148443695069795,0.267887733626146,0.244128664697933,0.204923042737583,0.134616863868543,0.890959035923754,0.927134719236596
10,1,0,0,0.164461147646375,0.284449565559545,0.250393167285642,0.177205495180609,0.123490624327829,0.882368712961266,1.0498412474369
10,1,0,0,0.165024867358562,0.285212270783149,0.24725378499941,0.17486791843213,0.127641158426749,0.890842459371945,1.06660504418895
10,1,0,0,0.155879062897296,0.274890310398826,0.245266344873755,0.192267910006486,0.131696371823637,0.870206347751711,0.984538624099339
10,1,0,0,0.173346109158302,0.294152348321681,0.253912903842619,0.164620308900004,0.113968329777395,0.931552944388441,1.11699249485242
10,1,0,0,0.150135473189602,0.266493518965512,0.242104224522199,0.202893070863392,0.138373712459295,0.869061583577713,0.936250616521396
10,1,0,0,0.18052498913441,0.307556917320803,0.258176776355331,0.147653216556728,0.106088100632728,0.877907187423631,1.20267578784148
10,1,0,0,0.148724754019061,0.262019414113533,0.240452943677811,0.207342144835163,0.141460743354432,0.868766638792155,0.917259207769748
10,1,0,0,0.184599961784279,0.311645117868745,0.25858492093696,0.140082953404737,0.105087046005278,0.867822427908113,1.24475813475679
10,1,0,0,0.148400100987199,0.266717857672155,0.239889387623905,0.204513664927544,0.140478988789198,0.867248136608016,0.934102401583518
10,1,0,0,0.182342161827349,0.317088261572223,0.257428667224502,0.138427801690845,0.104713107685081,0.866392312744379,1.26164522400763
10,1,0,0,0.150492890939226,0.269772400619097,0.242592970787466,0.200984292399164,0.136157445255047,0.868789702086388,0.947445521754571
10,1,0,0,0.182189699781089,0.316998909364429,0.258374388043241,0.138191642662842,0.1042453601484,0.868177990209555,1.25877803566966
10,1,0,0,0.156325832464006,0.275328119381807,0.244374665968376,0.190868086945874,0.133103295239937,0.873834759515518,0.991754484033547
10,1,0,0,0.181662806969726,0.316210733631849,0.258042431600063,0.139490545274778,0.104593482523585,0.874590426059995,1.25240815118169
10,1,0,0,0.163362092465817,0.283881740720836,0.250993976915753,0.178787468351999,0.122974721545596,0.88193058673937,1.04063085577839
10,1,0,0,0.182312661902655,0.316794826549584,0.258919077133385,0.138659675013623,0.103313759400754,0.885373738010142,1.25536761146554
10,1,0,0,0.171139833743338,0.294784421050349,0.253061394493686,0.164821019533245,0.116193331179381,0.876657960654936,1.1149649737681
10,1,0,0,0.184238224127604,0.320960092834579,0.260154481433998,0.132807823585658,0.101839378018162,0.88593440707478,1.28561521171073
10,1,0,0,0.176367142056346,0.300918469439161,0.256812447093398,0.156469258291553,0.109432683119543,0.911632453567937,1.15486750387593
10,1,0,0,0.184229940035399,0.320352048329724,0.259941221787257,0.134834467350663,0.100642322496958,0.883290414222874,1.27814858474945
10,1,0,0,0.179560931947392,0.305065139760196,0.259850295761396,0.151352961402685,0.104170671128332,0.928318059628544,1.17855601400115
10,1,0,0,0.189138187113607,0.321638153112663,0.25907168031454,0.129313966902627,0.100838012556563,0.869910410175342,1.31512671460969
10,1,0,0,0.183700329731698,0.319174936872819,0.257649041433374,0.139223490649041,0.100252201313067,0.878534908052297,1.26709516520556
10,1,0,0,0.186285765905988,0.323368151452406,0.25967663065833,0.128539809056152,0.102129642927125,0.870906647116324,1.31280869437993
10,1,0,0,0.185736524284299,0.321989439044201,0.258074083781861,0.132589168690294,0.101610784199345,0.888337877260508,1.29965119605072
10,1,0,0,0.184916816075475,0.320770045640939,0.25987412823312,0.133068262728791,0.101370747321675,0.87634882086999,1.28692366450591
10,1,0,0,0.18259562301022,0.316242342584499,0.256020002272932,0.140645731410496,0.104496300721854,0.892919988697458,1.2575776610763
10,1,0,0,0.1861638307631,0.323392418959935,0.259706632337003,0.128774678648092,0.10196243929187,0.8719211170424,1.31166219664705
10,1,0,0,0.178139345212093,0.303261371471406,0.255250650170083,0.156911116359983,0.106437516786435,0.881764332462732,1.16798974523121
10,1,0,0,0.185532501177245,0.323348766809361,0.260059578650219,0.129656560692001,0.101402592671174,0.869447005972019,1.30577416897724
10,1,0,0,0.168951127609407,0.290517549918465,0.252600056773122,0.173179964391577,0.114751301307429,0.905943571297654,1.07912221026957
10,1,0,0,0.189063841937634,0.318768018392125,0.261099087813706,0.131803059896421,0.0992659919601136,0.869859090527248,1.29251484953557
10,1,0,0,0.149233861538314,0.269313369360971,0.243828422417226,0.204084081199559,0.133540265483931,0.915160975302419,0.934439712041119
10,1,0,0,0.19609644778119,0.336121645206592,0.254680133354576,0.10571961958552,0.107382154072122,0.916603958562439,1.47674377866803
10,1,0,0,0.131717451431696,0.245260686091978,0.232916777807856,0.236798989561742,0.153306095106728,0.888589234711021,0.802566495978507
10,1,0,0,0.180796261562692,0.307315267571801,0.260946991811413,0.145643217720039,0.105298261334054,0.938866347446237,1.20049995718535
10,1,0,0,0.121652404637614,0.227037819411143,0.22143339656663,0.257813168335422,0.172063211049191,0.872512486253666,0.72758001743846
10,1,0,0,0.178525735987054,0.303941175604164,0.255584063308766,0.155502715829493,0.106446309270522,0.881082361543866,1.17363762610559
10,1,0,0,0.125777700734118,0.232759233488639,0.223154138270573,0.247431509415996,0.170877418090675,0.886930443548387,0.761895174630483
10,1,0,0,0.175482132673344,0.298524560050705,0.254540522738575,0.159900806781145,0.111551977756231,0.878403048249633,1.14372447669097
10,1,0,0,0.140862433460214,0.254647969820873,0.238447516142265,0.224312444926663,0.141729635649984,0.902105938416422,0.854677233457058
10,1,0,0,0.165959688132758,0.286781014057571,0.251902971884178,0.175259671004657,0.120096654920835,0.887348484848485,1.05987897052166
10,1,0,0,0.161618457826062,0.284303792749577,0.247092883074842,0.178501928686197,0.128482937663323,0.88318514021261,1.04776242156357
10,1,0,0,0.158518608424964,0.279260413916053,0.247385250380403,0.185383534469613,0.129452192808968,0.875538159442204,1.0115771693024
10,1,0,0,0.16515563724229,0.288203266102558,0.252794773748006,0.175852848894238,0.117993474012908,0.934274642213465,1.05764940570598
10,1,0,0,0.150298439556291,0.269891843193454,0.242233728618076,0.202747732845257,0.134828255786921,0.869861887524438,0.944287165060625
10,1,0,0,0.178630765094085,0.304693181545446,0.258178585660755,0.150520661686488,0.107976806013226,0.884877657624633,1.18259074313608
10,1,0,0,0.148464593457636,0.266940152550066,0.239643808351333,0.203936744311912,0.141014701329052,0.869114736070381,0.936480969496124
10,1,0,0,0.184518320161903,0.311988708182396,0.258620005444706,0.14074174838974,0.104131217821254,0.868614025843109,1.2432513218332
10,1,0,0,0.148791060080679,0.262202742718203,0.240526519877329,0.207304381751716,0.141175295572072,0.86679725684262,0.917743285029767
10,1,0,0,0.182508082586026,0.317141826974624,0.257070351629233,0.138921467398549,0.104358271411568,0.866387682902615,1.26176826275696
10,1,0,0,0.149342418852583,0.267920909115572,0.241134174068135,0.204060182017525,0.137542315946185,0.868252535434995,0.93726104624711
10,1,0,0,0.182233568276305,0.316996920813469,0.258472813999941,0.138362321209117,0.103934375701168,0.867625845781403,1.25802995953666
10,1,0,0,0.154947906262977,0.272919372813099,0.243113538224933,0.194133780187909,0.134885402511081,0.868566982832356,0.978547520037827
10,1,0,0,0.182722114971971,0.318083157975921,0.257960588639555,0.136219991068949,0.105014147343603,0.867744646566471,1.27049707349418
10,1,0,0,0.159288015144564,0.281102224621523,0.249155120423369,0.184917061411627,0.125537578398917,0.881783959173387,1.01455531636324
10,1,0,0,0.182936290755672,0.309941341340586,0.260070744872335,0.143823777017462,0.103227846013945,0.887166078629032,1.22031274351064
10,1,0,0,0.168243106843861,0.290124733631358,0.251676311535439,0.172324954694115,0.117630893295227,0.878897696725318,1.08105299908953
10,1,0,0,0.18395279399672,0.320231714225437,0.260276343838841,0.133354066292994,0.102185081646008,0.887091342482282,1.28085761476939
10,1,0,0,0.175257587007231,0.299588896048548,0.254792616374875,0.159237197934385,0.111123702634962,0.890982624251588,1.14688958776551
10,1,0,0,0.185099672181638,0.322158902466919,0.259253641757148,0.132000706532723,0.101487077061572,0.87984114392412,1.29649313002073
10,1,0,0,0.180016927244301,0.305692833579966,0.259599951996293,0.147369593492782,0.107320693686659,0.93589011333089,1.19347937998792
10,1,0,0,0.189029204787927,0.321721709514945,0.259271716696089,0.129099748681896,0.100877620319143,0.874587266312317,1.31510926995056
10,1,0,0,0.183006018793685,0.318238776254172,0.258204226516079,0.13979386724641,0.100757111189654,0.891507667399804,1.25941506480426
10,1,0,0,0.189253642736847,0.321574497260023,0.258515370756801,0.128614751752018,0.102041737494311,0.871758910297532,1.31952568476568
10,1,0,0,0.185571468585049,0.321963533689991,0.258103459121186,0.133674751571494,0.100686787032281,0.87738938019306,1.29546510863301
